RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session1DateUtc,Session2,Session2Date,Session2DateUtc,Session3,Session3Date,Session3DateUtc,Session4,Session4Date,Session4DateUtc,Session5,Session5Date,Session5DateUtc,F1ApiSupport
16,Japan,Suzuka,,1999-10-31 00:00:00,Japanese Grand Prix,conventional,Practice 1,,1999-10-29 00:00:00,Practice 2,,1999-10-29 00:00:00,Practice 3,,1999-10-30 00:00:00,Qualifying,,1999-10-30 00:00:00,Race,,1999-10-31 00:00:00,False
1,Australia,Melbourne,,2000-03-12 00:00:00,Australian Grand Prix,conventional,Practice 1,,2000-03-10 00:00:00,Practice 2,,2000-03-10 00:00:00,Practice 3,,2000-03-11 00:00:00,Qualifying,,2000-03-11 00:00:00,Race,,2000-03-12 00:00:00,False
2,Brazil,São Paulo,,2000-03-26 00:00:00,Brazilian Grand Prix,conventional,Practice 1,,2000-03-24 00:00:00,Practice 2,,2000-03-24 00:00:00,Practice 3,,2000-03-25 00:00:00,Qualifying,,2000-03-25 00:00:00,Race,,2000-03-26 00:00:00,False
3,Italy,Imola,,2000-04-09 00:00:00,San Marino Grand Prix,conventional,Practice 1,,2000-04-07 00:00:00,Practice 2,,2000-04-07 00:00:00,Practice 3,,2000-04-08 00:00:00,Qualifying,,2000-04-08 00:00:00,Race,,2000-04-09 00:00:00,False
4,UK,Silverstone,,2000-04-23 00:00:00,British Grand Prix,conventional,Practice 1,,2000-04-21 00:00:00,Practice 2,,2000-04-21 00:00:00,Practice 3,,2000-04-22 00:00:00,Qualifying,,2000-04-22 00:00:00,Race,,2000-04-23 00:00:00,False
5,Spain,Montmeló,,2000-05-07 00:00:00,Spanish Grand Prix,conventional,Practice 1,,2000-05-05 00:00:00,Practice 2,,2000-05-05 00:00:00,Practice 3,,2000-05-06 00:00:00,Qualifying,,2000-05-06 00:00:00,Race,,2000-05-07 00:00:00,False
6,Germany,Nürburg,,2000-05-21 00:00:00,European Grand Prix,conventional,Practice 1,,2000-05-19 00:00:00,Practice 2,,2000-05-19 00:00:00,Practice 3,,2000-05-20 00:00:00,Qualifying,,2000-05-20 00:00:00,Race,,2000-05-21 00:00:00,False
7,Monaco,Monte-Carlo,,2000-06-04 00:00:00,Monaco Grand Prix,conventional,Practice 1,,2000-06-02 00:00:00,Practice 2,,2000-06-02 00:00:00,Practice 3,,2000-06-03 00:00:00,Qualifying,,2000-06-03 00:00:00,Race,,2000-06-04 00:00:00,False
8,Canada,Montreal,,2000-06-18 00:00:00,Canadian Grand Prix,conventional,Practice 1,,2000-06-16 00:00:00,Practice 2,,2000-06-16 00:00:00,Practice 3,,2000-06-17 00:00:00,Qualifying,,2000-06-17 00:00:00,Race,,2000-06-18 00:00:00,False
9,France,Magny Cours,,2000-07-02 00:00:00,French Grand Prix,conventional,Practice 1,,2000-06-30 00:00:00,Practice 2,,2000-06-30 00:00:00,Practice 3,,2000-07-01 00:00:00,Qualifying,,2000-07-01 00:00:00,Race,,2000-07-02 00:00:00,False
10,Austria,Spielberg,,2000-07-16 00:00:00,Austrian Grand Prix,conventional,Practice 1,,2000-07-14 00:00:00,Practice 2,,2000-07-14 00:00:00,Practice 3,,2000-07-15 00:00:00,Qualifying,,2000-07-15 00:00:00,Race,,2000-07-16 00:00:00,False
11,Germany,Hockenheim,,2000-07-30 00:00:00,German Grand Prix,conventional,Practice 1,,2000-07-28 00:00:00,Practice 2,,2000-07-28 00:00:00,Practice 3,,2000-07-29 00:00:00,Qualifying,,2000-07-29 00:00:00,Race,,2000-07-30 00:00:00,False
12,Hungary,Budapest,,2000-08-13 00:00:00,Hungarian Grand Prix,conventional,Practice 1,,2000-08-11 00:00:00,Practice 2,,2000-08-11 00:00:00,Practice 3,,2000-08-12 00:00:00,Qualifying,,2000-08-12 00:00:00,Race,,2000-08-13 00:00:00,False
13,Belgium,Spa,,2000-08-27 00:00:00,Belgian Grand Prix,conventional,Practice 1,,2000-08-25 00:00:00,Practice 2,,2000-08-25 00:00:00,Practice 3,,2000-08-26 00:00:00,Qualifying,,2000-08-26 00:00:00,Race,,2000-08-27 00:00:00,False
14,Italy,Monza,,2000-09-10 00:00:00,Italian Grand Prix,conventional,Practice 1,,2000-09-08 00:00:00,Practice 2,,2000-09-08 00:00:00,Practice 3,,2000-09-09 00:00:00,Qualifying,,2000-09-09 00:00:00,Race,,2000-09-10 00:00:00,False
15,USA,Indianapolis,,2000-09-24 00:00:00,United States Grand Prix,conventional,Practice 1,,2000-09-22 00:00:00,Practice 2,,2000-09-22 00:00:00,Practice 3,,2000-09-23 00:00:00,Qualifying,,2000-09-23 00:00:00,Race,,2000-09-24 00:00:00,False
16,Japan,Suzuka,,2000-10-08 00:00:00,Japanese Grand Prix,conventional,Practice 1,,2000-10-06 00:00:00,Practice 2,,2000-10-06 00:00:00,Practice 3,,2000-10-07 00:00:00,Qualifying,,2000-10-07 00:00:00,Race,,2000-10-08 00:00:00,False
17,Malaysia,Kuala Lumpur,,2000-10-22 00:00:00,Malaysian Grand Prix,conventional,Practice 1,,2000-10-20 00:00:00,Practice 2,,2000-10-20 00:00:00,Practice 3,,2000-10-21 00:00:00,Qualifying,,2000-10-21 00:00:00,Race,,2000-10-22 00:00:00,False
1,Australia,Melbourne,,2001-03-04 00:00:00,Australian Grand Prix,conventional,Practice 1,,2001-03-02 00:00:00,Practice 2,,2001-03-02 00:00:00,Practice 3,,2001-03-03 00:00:00,Qualifying,,2001-03-03 00:00:00,Race,,2001-03-04 00:00:00,False
2,Malaysia,Kuala Lumpur,,2001-03-18 00:00:00,Malaysian Grand Prix,conventional,Practice 1,,2001-03-16 00:00:00,Practice 2,,2001-03-16 00:00:00,Practice 3,,2001-03-17 00:00:00,Qualifying,,2001-03-17 00:00:00,Race,,2001-03-18 00:00:00,False
3,Brazil,São Paulo,,2001-04-01 00:00:00,Brazilian Grand Prix,conventional,Practice 1,,2001-03-30 00:00:00,Practice 2,,2001-03-30 00:00:00,Practice 3,,2001-03-31 00:00:00,Qualifying,,2001-03-31 00:00:00,Race,,2001-04-01 00:00:00,False
4,Italy,Imola,,2001-04-15 00:00:00,San Marino Grand Prix,conventional,Practice 1,,2001-04-13 00:00:00,Practice 2,,2001-04-13 00:00:00,Practice 3,,2001-04-14 00:00:00,Qualifying,,2001-04-14 00:00:00,Race,,2001-04-15 00:00:00,False
5,Spain,Montmeló,,2001-04-29 00:00:00,Spanish Grand Prix,conventional,Practice 1,,2001-04-27 00:00:00,Practice 2,,2001-04-27 00:00:00,Practice 3,,2001-04-28 00:00:00,Qualifying,,2001-04-28 00:00:00,Race,,2001-04-29 00:00:00,False
6,Austria,Spielberg,,2001-05-13 00:00:00,Austrian Grand Prix,conventional,Practice 1,,2001-05-11 00:00:00,Practice 2,,2001-05-11 00:00:00,Practice 3,,2001-05-12 00:00:00,Qualifying,,2001-05-12 00:00:00,Race,,2001-05-13 00:00:00,False
7,Monaco,Monte-Carlo,,2001-05-27 00:00:00,Monaco Grand Prix,conventional,Practice 1,,2001-05-25 00:00:00,Practice 2,,2001-05-25 00:00:00,Practice 3,,2001-05-26 00:00:00,Qualifying,,2001-05-26 00:00:00,Race,,2001-05-27 00:00:00,False
8,Canada,Montreal,,2001-06-10 00:00:00,Canadian Grand Prix,conventional,Practice 1,,2001-06-08 00:00:00,Practice 2,,2001-06-08 00:00:00,Practice 3,,2001-06-09 00:00:00,Qualifying,,2001-06-09 00:00:00,Race,,2001-06-10 00:00:00,False
9,Germany,Nürburg,,2001-06-24 00:00:00,European Grand Prix,conventional,Practice 1,,2001-06-22 00:00:00,Practice 2,,2001-06-22 00:00:00,Practice 3,,2001-06-23 00:00:00,Qualifying,,2001-06-23 00:00:00,Race,,2001-06-24 00:00:00,False
10,France,Magny Cours,,2001-07-01 00:00:00,French Grand Prix,conventional,Practice 1,,2001-06-29 00:00:00,Practice 2,,2001-06-29 00:00:00,Practice 3,,2001-06-30 00:00:00,Qualifying,,2001-06-30 00:00:00,Race,,2001-07-01 00:00:00,False
11,UK,Silverstone,,2001-07-15 00:00:00,British Grand Prix,conventional,Practice 1,,2001-07-13 00:00:00,Practice 2,,2001-07-13 00:00:00,Practice 3,,2001-07-14 00:00:00,Qualifying,,2001-07-14 00:00:00,Race,,2001-07-15 00:00:00,False
12,Germany,Hockenheim,,2001-07-29 00:00:00,German Grand Prix,conventional,Practice 1,,2001-07-27 00:00:00,Practice 2,,2001-07-27 00:00:00,Practice 3,,2001-07-28 00:00:00,Qualifying,,2001-07-28 00:00:00,Race,,2001-07-29 00:00:00,False
13,Hungary,Budapest,,2001-08-19 00:00:00,Hungarian Grand Prix,conventional,Practice 1,,2001-08-17 00:00:00,Practice 2,,2001-08-17 00:00:00,Practice 3,,2001-08-18 00:00:00,Qualifying,,2001-08-18 00:00:00,Race,,2001-08-19 00:00:00,False
14,Belgium,Spa,,2001-09-02 00:00:00,Belgian Grand Prix,conventional,Practice 1,,2001-08-31 00:00:00,Practice 2,,2001-08-31 00:00:00,Practice 3,,2001-09-01 00:00:00,Qualifying,,2001-09-01 00:00:00,Race,,2001-09-02 00:00:00,False
15,Italy,Monza,,2001-09-16 00:00:00,Italian Grand Prix,conventional,Practice 1,,2001-09-14 00:00:00,Practice 2,,2001-09-14 00:00:00,Practice 3,,2001-09-15 00:00:00,Qualifying,,2001-09-15 00:00:00,Race,,2001-09-16 00:00:00,False
16,USA,Indianapolis,,2001-09-30 00:00:00,United States Grand Prix,conventional,Practice 1,,2001-09-28 00:00:00,Practice 2,,2001-09-28 00:00:00,Practice 3,,2001-09-29 00:00:00,Qualifying,,2001-09-29 00:00:00,Race,,2001-09-30 00:00:00,False
17,Japan,Suzuka,,2001-10-14 00:00:00,Japanese Grand Prix,conventional,Practice 1,,2001-10-12 00:00:00,Practice 2,,2001-10-12 00:00:00,Practice 3,,2001-10-13 00:00:00,Qualifying,,2001-10-13 00:00:00,Race,,2001-10-14 00:00:00,False
1,Australia,Melbourne,,2002-03-03 00:00:00,Australian Grand Prix,conventional,Practice 1,,2002-03-01 00:00:00,Practice 2,,2002-03-01 00:00:00,Practice 3,,2002-03-02 00:00:00,Qualifying,,2002-03-02 00:00:00,Race,,2002-03-03 00:00:00,False
2,Malaysia,Kuala Lumpur,,2002-03-17 00:00:00,Malaysian Grand Prix,conventional,Practice 1,,2002-03-15 00:00:00,Practice 2,,2002-03-15 00:00:00,Practice 3,,2002-03-16 00:00:00,Qualifying,,2002-03-16 00:00:00,Race,,2002-03-17 00:00:00,False
3,Brazil,São Paulo,,2002-03-31 00:00:00,Brazilian Grand Prix,conventional,Practice 1,,2002-03-29 00:00:00,Practice 2,,2002-03-29 00:00:00,Practice 3,,2002-03-30 00:00:00,Qualifying,,2002-03-30 00:00:00,Race,,2002-03-31 00:00:00,False
4,Italy,Imola,,2002-04-14 00:00:00,San Marino Grand Prix,conventional,Practice 1,,2002-04-12 00:00:00,Practice 2,,2002-04-12 00:00:00,Practice 3,,2002-04-13 00:00:00,Qualifying,,2002-04-13 00:00:00,Race,,2002-04-14 00:00:00,False
5,Spain,Montmeló,,2002-04-28 00:00:00,Spanish Grand Prix,conventional,Practice 1,,2002-04-26 00:00:00,Practice 2,,2002-04-26 00:00:00,Practice 3,,2002-04-27 00:00:00,Qualifying,,2002-04-27 00:00:00,Race,,2002-04-28 00:00:00,False
6,Austria,Spielberg,,2002-05-12 00:00:00,Austrian Grand Prix,conventional,Practice 1,,2002-05-10 00:00:00,Practice 2,,2002-05-10 00:00:00,Practice 3,,2002-05-11 00:00:00,Qualifying,,2002-05-11 00:00:00,Race,,2002-05-12 00:00:00,False
7,Monaco,Monte-Carlo,,2002-05-26 00:00:00,Monaco Grand Prix,conventional,Practice 1,,2002-05-24 00:00:00,Practice 2,,2002-05-24 00:00:00,Practice 3,,2002-05-25 00:00:00,Qualifying,,2002-05-25 00:00:00,Race,,2002-05-26 00:00:00,False
8,Canada,Montreal,,2002-06-09 00:00:00,Canadian Grand Prix,conventional,Practice 1,,2002-06-07 00:00:00,Practice 2,,2002-06-07 00:00:00,Practice 3,,2002-06-08 00:00:00,Qualifying,,2002-06-08 00:00:00,Race,,2002-06-09 00:00:00,False
9,Germany,Nürburg,,2002-06-23 00:00:00,European Grand Prix,conventional,Practice 1,,2002-06-21 00:00:00,Practice 2,,2002-06-21 00:00:00,Practice 3,,2002-06-22 00:00:00,Qualifying,,2002-06-22 00:00:00,Race,,2002-06-23 00:00:00,False
10,UK,Silverstone,,2002-07-07 00:00:00,British Grand Prix,conventional,Practice 1,,2002-07-05 00:00:00,Practice 2,,2002-07-05 00:00:00,Practice 3,,2002-07-06 00:00:00,Qualifying,,2002-07-06 00:00:00,Race,,2002-07-07 00:00:00,False
11,France,Magny Cours,,2002-07-21 00:00:00,French Grand Prix,conventional,Practice 1,,2002-07-19 00:00:00,Practice 2,,2002-07-19 00:00:00,Practice 3,,2002-07-20 00:00:00,Qualifying,,2002-07-20 00:00:00,Race,,2002-07-21 00:00:00,False
12,Germany,Hockenheim,,2002-07-28 00:00:00,German Grand Prix,conventional,Practice 1,,2002-07-26 00:00:00,Practice 2,,2002-07-26 00:00:00,Practice 3,,2002-07-27 00:00:00,Qualifying,,2002-07-27 00:00:00,Race,,2002-07-28 00:00:00,False
13,Hungary,Budapest,,2002-08-18 00:00:00,Hungarian Grand Prix,conventional,Practice 1,,2002-08-16 00:00:00,Practice 2,,2002-08-16 00:00:00,Practice 3,,2002-08-17 00:00:00,Qualifying,,2002-08-17 00:00:00,Race,,2002-08-18 00:00:00,False
14,Belgium,Spa,,2002-09-01 00:00:00,Belgian Grand Prix,conventional,Practice 1,,2002-08-30 00:00:00,Practice 2,,2002-08-30 00:00:00,Practice 3,,2002-08-31 00:00:00,Qualifying,,2002-08-31 00:00:00,Race,,2002-09-01 00:00:00,False
15,Italy,Monza,,2002-09-15 00:00:00,Italian Grand Prix,conventional,Practice 1,,2002-09-13 00:00:00,Practice 2,,2002-09-13 00:00:00,Practice 3,,2002-09-14 00:00:00,Qualifying,,2002-09-14 00:00:00,Race,,2002-09-15 00:00:00,False
16,USA,Indianapolis,,2002-09-29 00:00:00,United States Grand Prix,conventional,Practice 1,,2002-09-27 00:00:00,Practice 2,,2002-09-27 00:00:00,Practice 3,,2002-09-28 00:00:00,Qualifying,,2002-09-28 00:00:00,Race,,2002-09-29 00:00:00,False
17,Japan,Suzuka,,2002-10-13 00:00:00,Japanese Grand Prix,conventional,Practice 1,,2002-10-11 00:00:00,Practice 2,,2002-10-11 00:00:00,Practice 3,,2002-10-12 00:00:00,Qualifying,,2002-10-12 00:00:00,Race,,2002-10-13 00:00:00,False
1,Australia,Melbourne,,2003-03-09 00:00:00,Australian Grand Prix,conventional,Practice 1,,2003-03-07 00:00:00,Practice 2,,2003-03-07 00:00:00,Practice 3,,2003-03-08 00:00:00,Qualifying,,2003-03-08 00:00:00,Race,,2003-03-09 00:00:00,False
2,Malaysia,Kuala Lumpur,,2003-03-23 00:00:00,Malaysian Grand Prix,conventional,Practice 1,,2003-03-21 00:00:00,Practice 2,,2003-03-21 00:00:00,Practice 3,,2003-03-22 00:00:00,Qualifying,,2003-03-22 00:00:00,Race,,2003-03-23 00:00:00,False
3,Brazil,São Paulo,,2003-04-06 00:00:00,Brazilian Grand Prix,conventional,Practice 1,,2003-04-04 00:00:00,Practice 2,,2003-04-04 00:00:00,Practice 3,,2003-04-05 00:00:00,Qualifying,,2003-04-05 00:00:00,Race,,2003-04-06 00:00:00,False
4,Italy,Imola,,2003-04-20 00:00:00,San Marino Grand Prix,conventional,Practice 1,,2003-04-18 00:00:00,Practice 2,,2003-04-18 00:00:00,Practice 3,,2003-04-19 00:00:00,Qualifying,,2003-04-19 00:00:00,Race,,2003-04-20 00:00:00,False
5,Spain,Montmeló,,2003-05-04 00:00:00,Spanish Grand Prix,conventional,Practice 1,,2003-05-02 00:00:00,Practice 2,,2003-05-02 00:00:00,Practice 3,,2003-05-03 00:00:00,Qualifying,,2003-05-03 00:00:00,Race,,2003-05-04 00:00:00,False
6,Austria,Spielberg,,2003-05-18 00:00:00,Austrian Grand Prix,conventional,Practice 1,,2003-05-16 00:00:00,Practice 2,,2003-05-16 00:00:00,Practice 3,,2003-05-17 00:00:00,Qualifying,,2003-05-17 00:00:00,Race,,2003-05-18 00:00:00,False
7,Monaco,Monte-Carlo,,2003-06-01 00:00:00,Monaco Grand Prix,conventional,Practice 1,,2003-05-30 00:00:00,Practice 2,,2003-05-30 00:00:00,Practice 3,,2003-05-31 00:00:00,Qualifying,,2003-05-31 00:00:00,Race,,2003-06-01 00:00:00,False
8,Canada,Montreal,,2003-06-15 00:00:00,Canadian Grand Prix,conventional,Practice 1,,2003-06-13 00:00:00,Practice 2,,2003-06-13 00:00:00,Practice 3,,2003-06-14 00:00:00,Qualifying,,2003-06-14 00:00:00,Race,,2003-06-15 00:00:00,False
9,Germany,Nürburg,,2003-06-29 00:00:00,European Grand Prix,conventional,Practice 1,,2003-06-27 00:00:00,Practice 2,,2003-06-27 00:00:00,Practice 3,,2003-06-28 00:00:00,Qualifying,,2003-06-28 00:00:00,Race,,2003-06-29 00:00:00,False
10,France,Magny Cours,,2003-07-06 00:00:00,French Grand Prix,conventional,Practice 1,,2003-07-04 00:00:00,Practice 2,,2003-07-04 00:00:00,Practice 3,,2003-07-05 00:00:00,Qualifying,,2003-07-05 00:00:00,Race,,2003-07-06 00:00:00,False
11,UK,Silverstone,,2003-07-20 00:00:00,British Grand Prix,conventional,Practice 1,,2003-07-18 00:00:00,Practice 2,,2003-07-18 00:00:00,Practice 3,,2003-07-19 00:00:00,Qualifying,,2003-07-19 00:00:00,Race,,2003-07-20 00:00:00,False
12,Germany,Hockenheim,,2003-08-03 00:00:00,German Grand Prix,conventional,Practice 1,,2003-08-01 00:00:00,Practice 2,,2003-08-01 00:00:00,Practice 3,,2003-08-02 00:00:00,Qualifying,,2003-08-02 00:00:00,Race,,2003-08-03 00:00:00,False
13,Hungary,Budapest,,2003-08-24 00:00:00,Hungarian Grand Prix,conventional,Practice 1,,2003-08-22 00:00:00,Practice 2,,2003-08-22 00:00:00,Practice 3,,2003-08-23 00:00:00,Qualifying,,2003-08-23 00:00:00,Race,,2003-08-24 00:00:00,False
14,Italy,Monza,,2003-09-14 00:00:00,Italian Grand Prix,conventional,Practice 1,,2003-09-12 00:00:00,Practice 2,,2003-09-12 00:00:00,Practice 3,,2003-09-13 00:00:00,Qualifying,,2003-09-13 00:00:00,Race,,2003-09-14 00:00:00,False
15,USA,Indianapolis,,2003-09-28 00:00:00,United States Grand Prix,conventional,Practice 1,,2003-09-26 00:00:00,Practice 2,,2003-09-26 00:00:00,Practice 3,,2003-09-27 00:00:00,Qualifying,,2003-09-27 00:00:00,Race,,2003-09-28 00:00:00,False
16,Japan,Suzuka,,2003-10-12 00:00:00,Japanese Grand Prix,conventional,Practice 1,,2003-10-10 00:00:00,Practice 2,,2003-10-10 00:00:00,Practice 3,,2003-10-11 00:00:00,Qualifying,,2003-10-11 00:00:00,Race,,2003-10-12 00:00:00,False
1,Australia,Melbourne,,2004-03-07 00:00:00,Australian Grand Prix,conventional,Practice 1,,2004-03-05 00:00:00,Practice 2,,2004-03-05 00:00:00,Practice 3,,2004-03-06 00:00:00,Qualifying,,2004-03-06 00:00:00,Race,,2004-03-07 00:00:00,False
2,Malaysia,Kuala Lumpur,,2004-03-21 00:00:00,Malaysian Grand Prix,conventional,Practice 1,,2004-03-19 00:00:00,Practice 2,,2004-03-19 00:00:00,Practice 3,,2004-03-20 00:00:00,Qualifying,,2004-03-20 00:00:00,Race,,2004-03-21 00:00:00,False
3,Bahrain,Sakhir,,2004-04-04 00:00:00,Bahrain Grand Prix,conventional,Practice 1,,2004-04-02 00:00:00,Practice 2,,2004-04-02 00:00:00,Practice 3,,2004-04-03 00:00:00,Qualifying,,2004-04-03 00:00:00,Race,,2004-04-04 00:00:00,False
4,Italy,Imola,,2004-04-25 00:00:00,San Marino Grand Prix,conventional,Practice 1,,2004-04-23 00:00:00,Practice 2,,2004-04-23 00:00:00,Practice 3,,2004-04-24 00:00:00,Qualifying,,2004-04-24 00:00:00,Race,,2004-04-25 00:00:00,False
5,Spain,Montmeló,,2004-05-09 00:00:00,Spanish Grand Prix,conventional,Practice 1,,2004-05-07 00:00:00,Practice 2,,2004-05-07 00:00:00,Practice 3,,2004-05-08 00:00:00,Qualifying,,2004-05-08 00:00:00,Race,,2004-05-09 00:00:00,False
6,Monaco,Monte-Carlo,,2004-05-23 00:00:00,Monaco Grand Prix,conventional,Practice 1,,2004-05-21 00:00:00,Practice 2,,2004-05-21 00:00:00,Practice 3,,2004-05-22 00:00:00,Qualifying,,2004-05-22 00:00:00,Race,,2004-05-23 00:00:00,False
7,Germany,Nürburg,,2004-05-30 00:00:00,European Grand Prix,conventional,Practice 1,,2004-05-28 00:00:00,Practice 2,,2004-05-28 00:00:00,Practice 3,,2004-05-29 00:00:00,Qualifying,,2004-05-29 00:00:00,Race,,2004-05-30 00:00:00,False
8,Canada,Montreal,,2004-06-13 00:00:00,Canadian Grand Prix,conventional,Practice 1,,2004-06-11 00:00:00,Practice 2,,2004-06-11 00:00:00,Practice 3,,2004-06-12 00:00:00,Qualifying,,2004-06-12 00:00:00,Race,,2004-06-13 00:00:00,False
9,USA,Indianapolis,,2004-06-20 00:00:00,United States Grand Prix,conventional,Practice 1,,2004-06-18 00:00:00,Practice 2,,2004-06-18 00:00:00,Practice 3,,2004-06-19 00:00:00,Qualifying,,2004-06-19 00:00:00,Race,,2004-06-20 00:00:00,False
10,France,Magny Cours,,2004-07-04 00:00:00,French Grand Prix,conventional,Practice 1,,2004-07-02 00:00:00,Practice 2,,2004-07-02 00:00:00,Practice 3,,2004-07-03 00:00:00,Qualifying,,2004-07-03 00:00:00,Race,,2004-07-04 00:00:00,False
11,UK,Silverstone,,2004-07-11 00:00:00,British Grand Prix,conventional,Practice 1,,2004-07-09 00:00:00,Practice 2,,2004-07-09 00:00:00,Practice 3,,2004-07-10 00:00:00,Qualifying,,2004-07-10 00:00:00,Race,,2004-07-11 00:00:00,False
12,Germany,Hockenheim,,2004-07-25 00:00:00,German Grand Prix,conventional,Practice 1,,2004-07-23 00:00:00,Practice 2,,2004-07-23 00:00:00,Practice 3,,2004-07-24 00:00:00,Qualifying,,2004-07-24 00:00:00,Race,,2004-07-25 00:00:00,False
13,Hungary,Budapest,,2004-08-15 00:00:00,Hungarian Grand Prix,conventional,Practice 1,,2004-08-13 00:00:00,Practice 2,,2004-08-13 00:00:00,Practice 3,,2004-08-14 00:00:00,Qualifying,,2004-08-14 00:00:00,Race,,2004-08-15 00:00:00,False
14,Belgium,Spa,,2004-08-29 00:00:00,Belgian Grand Prix,conventional,Practice 1,,2004-08-27 00:00:00,Practice 2,,2004-08-27 00:00:00,Practice 3,,2004-08-28 00:00:00,Qualifying,,2004-08-28 00:00:00,Race,,2004-08-29 00:00:00,False
15,Italy,Monza,,2004-09-12 00:00:00,Italian Grand Prix,conventional,Practice 1,,2004-09-10 00:00:00,Practice 2,,2004-09-10 00:00:00,Practice 3,,2004-09-11 00:00:00,Qualifying,,2004-09-11 00:00:00,Race,,2004-09-12 00:00:00,False
16,China,Shanghai,,2004-09-26 00:00:00,Chinese Grand Prix,conventional,Practice 1,,2004-09-24 00:00:00,Practice 2,,2004-09-24 00:00:00,Practice 3,,2004-09-25 00:00:00,Qualifying,,2004-09-25 00:00:00,Race,,2004-09-26 00:00:00,False
17,Japan,Suzuka,,2004-10-10 00:00:00,Japanese Grand Prix,conventional,Practice 1,,2004-10-08 00:00:00,Practice 2,,2004-10-08 00:00:00,Practice 3,,2004-10-09 00:00:00,Qualifying,,2004-10-09 00:00:00,Race,,2004-10-10 00:00:00,False
18,Brazil,São Paulo,,2004-10-24 00:00:00,Brazilian Grand Prix,conventional,Practice 1,,2004-10-22 00:00:00,Practice 2,,2004-10-22 00:00:00,Practice 3,,2004-10-23 00:00:00,Qualifying,,2004-10-23 00:00:00,Race,,2004-10-24 00:00:00,False
1,Australia,Melbourne,,2005-03-06 14:00:00,Australian Grand Prix,conventional,Practice 1,,2005-03-04 00:00:00,Practice 2,,2005-03-04 00:00:00,Practice 3,,2005-03-05 00:00:00,Qualifying,,2005-03-05 00:00:00,Race,,2005-03-06 14:00:00,False
2,Malaysia,Kuala Lumpur,,2005-03-20 15:00:00,Malaysian Grand Prix,conventional,Practice 1,,2005-03-18 00:00:00,Practice 2,,2005-03-18 00:00:00,Practice 3,,2005-03-19 00:00:00,Qualifying,,2005-03-19 00:00:00,Race,,2005-03-20 15:00:00,False
3,Bahrain,Sakhir,,2005-04-03 14:30:00,Bahrain Grand Prix,conventional,Practice 1,,2005-04-01 00:00:00,Practice 2,,2005-04-01 00:00:00,Practice 3,,2005-04-02 00:00:00,Qualifying,,2005-04-02 00:00:00,Race,,2005-04-03 14:30:00,False
4,Italy,Imola,,2005-04-24 14:00:00,San Marino Grand Prix,conventional,Practice 1,,2005-04-22 00:00:00,Practice 2,,2005-04-22 00:00:00,Practice 3,,2005-04-23 00:00:00,Qualifying,,2005-04-23 00:00:00,Race,,2005-04-24 14:00:00,False
5,Spain,Montmeló,,2005-05-08 14:00:00,Spanish Grand Prix,conventional,Practice 1,,2005-05-06 00:00:00,Practice 2,,2005-05-06 00:00:00,Practice 3,,2005-05-07 00:00:00,Qualifying,,2005-05-07 00:00:00,Race,,2005-05-08 14:00:00,False
6,Monaco,Monte-Carlo,,2005-05-22 14:00:00,Monaco Grand Prix,conventional,Practice 1,,2005-05-20 00:00:00,Practice 2,,2005-05-20 00:00:00,Practice 3,,2005-05-21 00:00:00,Qualifying,,2005-05-21 00:00:00,Race,,2005-05-22 14:00:00,False
7,Germany,Nürburg,,2005-05-29 14:00:00,European Grand Prix,conventional,Practice 1,,2005-05-27 00:00:00,Practice 2,,2005-05-27 00:00:00,Practice 3,,2005-05-28 00:00:00,Qualifying,,2005-05-28 00:00:00,Race,,2005-05-29 14:00:00,False
8,Canada,Montreal,,2005-06-12 13:00:00,Canadian Grand Prix,conventional,Practice 1,,2005-06-10 00:00:00,Practice 2,,2005-06-10 00:00:00,Practice 3,,2005-06-11 00:00:00,Qualifying,,2005-06-11 00:00:00,Race,,2005-06-12 13:00:00,False
9,USA,Indianapolis,,2005-06-19 14:00:00,United States Grand Prix,conventional,Practice 1,,2005-06-17 00:00:00,Practice 2,,2005-06-17 00:00:00,Practice 3,,2005-06-18 00:00:00,Qualifying,,2005-06-18 00:00:00,Race,,2005-06-19 14:00:00,False
10,France,Magny Cours,,2005-07-03 14:00:00,French Grand Prix,conventional,Practice 1,,2005-07-01 00:00:00,Practice 2,,2005-07-01 00:00:00,Practice 3,,2005-07-02 00:00:00,Qualifying,,2005-07-02 00:00:00,Race,,2005-07-03 14:00:00,False
11,UK,Silverstone,,2005-07-10 14:00:00,British Grand Prix,conventional,Practice 1,,2005-07-08 00:00:00,Practice 2,,2005-07-08 00:00:00,Practice 3,,2005-07-09 00:00:00,Qualifying,,2005-07-09 00:00:00,Race,,2005-07-10 14:00:00,False
12,Germany,Hockenheim,,2005-07-24 14:00:00,German Grand Prix,conventional,Practice 1,,2005-07-22 00:00:00,Practice 2,,2005-07-22 00:00:00,Practice 3,,2005-07-23 00:00:00,Qualifying,,2005-07-23 00:00:00,Race,,2005-07-24 14:00:00,False
13,Hungary,Budapest,,2005-07-31 14:00:00,Hungarian Grand Prix,conventional,Practice 1,,2005-07-29 00:00:00,Practice 2,,2005-07-29 00:00:00,Practice 3,,2005-07-30 00:00:00,Qualifying,,2005-07-30 00:00:00,Race,,2005-07-31 14:00:00,False
