RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session1DateUtc,Session2,Session2Date,Session2DateUtc,Session3,Session3Date,Session3DateUtc,Session4,Session4Date,Session4DateUtc,Session5,Session5Date,Session5DateUtc,F1ApiSupport
14,Turkey,Istanbul,,2005-08-21 15:00:00,Turkish Grand Prix,conventional,Practice 1,,2005-08-19 00:00:00,Practice 2,,2005-08-19 00:00:00,Practice 3,,2005-08-20 00:00:00,Qualifying,,2005-08-20 00:00:00,Race,,2005-08-21 15:00:00,False
15,Italy,Monza,,2005-09-04 14:00:00,Italian Grand Prix,conventional,Practice 1,,2005-09-02 00:00:00,Practice 2,,2005-09-02 00:00:00,Practice 3,,2005-09-03 00:00:00,Qualifying,,2005-09-03 00:00:00,Race,,2005-09-04 14:00:00,False
16,Belgium,Spa,,2005-09-11 14:00:00,Belgian Grand Prix,conventional,Practice 1,,2005-09-09 00:00:00,Practice 2,,2005-09-09 00:00:00,Practice 3,,2005-09-10 00:00:00,Qualifying,,2005-09-10 00:00:00,Race,,2005-09-11 14:00:00,False
17,Brazil,São Paulo,,2005-09-25 14:00:00,Brazilian Grand Prix,conventional,Practice 1,,2005-09-23 00:00:00,Practice 2,,2005-09-23 00:00:00,Practice 3,,2005-09-24 00:00:00,Qualifying,,2005-09-24 00:00:00,Race,,2005-09-25 14:00:00,False
18,Japan,Suzuka,,2005-10-09 14:00:00,Japanese Grand Prix,conventional,Practice 1,,2005-10-07 00:00:00,Practice 2,,2005-10-07 00:00:00,Practice 3,,2005-10-08 00:00:00,Qualifying,,2005-10-08 00:00:00,Race,,2005-10-09 14:00:00,False
19,China,Shanghai,,2005-10-16 14:00:00,Chinese Grand Prix,conventional,Practice 1,,2005-10-14 00:00:00,Practice 2,,2005-10-14 00:00:00,Practice 3,,2005-10-15 00:00:00,Qualifying,,2005-10-15 00:00:00,Race,,2005-10-16 14:00:00,False
1,Bahrain,Sakhir,,2006-03-12 14:30:00,Bahrain Grand Prix,conventional,Practice 1,,2006-03-10 00:00:00,Practice 2,,2006-03-10 00:00:00,Practice 3,,2006-03-11 00:00:00,Qualifying,,2006-03-11 00:00:00,Race,,2006-03-12 14:30:00,False
2,Malaysia,Kuala Lumpur,,2006-03-19 15:00:00,Malaysian Grand Prix,conventional,Practice 1,,2006-03-17 00:00:00,Practice 2,,2006-03-17 00:00:00,Practice 3,,2006-03-18 00:00:00,Qualifying,,2006-03-18 00:00:00,Race,,2006-03-19 15:00:00,False
3,Australia,Melbourne,,2006-04-02 14:00:00,Australian Grand Prix,conventional,Practice 1,,2006-03-31 00:00:00,Practice 2,,2006-03-31 00:00:00,Practice 3,,2006-04-01 00:00:00,Qualifying,,2006-04-01 00:00:00,Race,,2006-04-02 14:00:00,False
4,Italy,Imola,,2006-04-23 14:00:00,San Marino Grand Prix,conventional,Practice 1,,2006-04-21 00:00:00,Practice 2,,2006-04-21 00:00:00,Practice 3,,2006-04-22 00:00:00,Qualifying,,2006-04-22 00:00:00,Race,,2006-04-23 14:00:00,False
5,Germany,Nürburg,,2006-05-07 14:00:00,European Grand Prix,conventional,Practice 1,,2006-05-05 00:00:00,Practice 2,,2006-05-05 00:00:00,Practice 3,,2006-05-06 00:00:00,Qualifying,,2006-05-06 00:00:00,Race,,2006-05-07 14:00:00,False
6,Spain,Montmeló,,2006-05-14 14:00:00,Spanish Grand Prix,conventional,Practice 1,,2006-05-12 00:00:00,Practice 2,,2006-05-12 00:00:00,Practice 3,,2006-05-13 00:00:00,Qualifying,,2006-05-13 00:00:00,Race,,2006-05-14 14:00:00,False
7,Monaco,Monte-Carlo,,2006-05-28 14:00:00,Monaco Grand Prix,conventional,Practice 1,,2006-05-26 00:00:00,Practice 2,,2006-05-26 00:00:00,Practice 3,,2006-05-27 00:00:00,Qualifying,,2006-05-27 00:00:00,Race,,2006-05-28 14:00:00,False
8,UK,Silverstone,,2006-06-11 12:00:00,British Grand Prix,conventional,Practice 1,,2006-06-09 00:00:00,Practice 2,,2006-06-09 00:00:00,Practice 3,,2006-06-10 00:00:00,Qualifying,,2006-06-10 00:00:00,Race,,2006-06-11 12:00:00,False
9,Canada,Montreal,,2006-06-25 13:00:00,Canadian Grand Prix,conventional,Practice 1,,2006-06-23 00:00:00,Practice 2,,2006-06-23 00:00:00,Practice 3,,2006-06-24 00:00:00,Qualifying,,2006-06-24 00:00:00,Race,,2006-06-25 13:00:00,False
10,USA,Indianapolis,,2006-07-02 14:00:00,United States Grand Prix,conventional,Practice 1,,2006-06-30 00:00:00,Practice 2,,2006-06-30 00:00:00,Practice 3,,2006-07-01 00:00:00,Qualifying,,2006-07-01 00:00:00,Race,,2006-07-02 14:00:00,False
11,France,Magny Cours,,2006-07-16 14:00:00,French Grand Prix,conventional,Practice 1,,2006-07-14 00:00:00,Practice 2,,2006-07-14 00:00:00,Practice 3,,2006-07-15 00:00:00,Qualifying,,2006-07-15 00:00:00,Race,,2006-07-16 14:00:00,False
12,Germany,Hockenheim,,2006-07-30 14:00:00,German Grand Prix,conventional,Practice 1,,2006-07-28 00:00:00,Practice 2,,2006-07-28 00:00:00,Practice 3,,2006-07-29 00:00:00,Qualifying,,2006-07-29 00:00:00,Race,,2006-07-30 14:00:00,False
13,Hungary,Budapest,,2006-08-06 14:00:00,Hungarian Grand Prix,conventional,Practice 1,,2006-08-04 00:00:00,Practice 2,,2006-08-04 00:00:00,Practice 3,,2006-08-05 00:00:00,Qualifying,,2006-08-05 00:00:00,Race,,2006-08-06 14:00:00,False
14,Turkey,Istanbul,,2006-08-27 15:00:00,Turkish Grand Prix,conventional,Practice 1,,2006-08-25 00:00:00,Practice 2,,2006-08-25 00:00:00,Practice 3,,2006-08-26 00:00:00,Qualifying,,2006-08-26 00:00:00,Race,,2006-08-27 15:00:00,False
15,Italy,Monza,,2006-09-10 14:00:00,Italian Grand Prix,conventional,Practice 1,,2006-09-08 00:00:00,Practice 2,,2006-09-08 00:00:00,Practice 3,,2006-09-09 00:00:00,Qualifying,,2006-09-09 00:00:00,Race,,2006-09-10 14:00:00,False
16,China,Shanghai,,2006-10-01 14:00:00,Chinese Grand Prix,conventional,Practice 1,,2006-09-29 00:00:00,Practice 2,,2006-09-29 00:00:00,Practice 3,,2006-09-30 00:00:00,Qualifying,,2006-09-30 00:00:00,Race,,2006-10-01 14:00:00,False
17,Japan,Suzuka,,2006-10-08 14:00:00,Japanese Grand Prix,conventional,Practice 1,,2006-10-06 00:00:00,Practice 2,,2006-10-06 00:00:00,Practice 3,,2006-10-07 00:00:00,Qualifying,,2006-10-07 00:00:00,Race,,2006-10-08 14:00:00,False
18,Brazil,São Paulo,,2006-10-22 14:00:00,Brazilian Grand Prix,conventional,Practice 1,,2006-10-20 00:00:00,Practice 2,,2006-10-20 00:00:00,Practice 3,,2006-10-21 00:00:00,Qualifying,,2006-10-21 00:00:00,Race,,2006-10-22 14:00:00,False
1,Australia,Melbourne,,2007-03-18 03:00:00,Australian Grand Prix,conventional,Practice 1,,2007-03-16 00:00:00,Practice 2,,2007-03-16 00:00:00,Practice 3,,2007-03-17 00:00:00,Qualifying,,2007-03-17 00:00:00,Race,,2007-03-18 03:00:00,False
2,Malaysia,Kuala Lumpur,,2007-04-08 07:00:00,Malaysian Grand Prix,conventional,Practice 1,,2007-04-06 00:00:00,Practice 2,,2007-04-06 00:00:00,Practice 3,,2007-04-07 00:00:00,Qualifying,,2007-04-07 00:00:00,Race,,2007-04-08 07:00:00,False
3,Bahrain,Sakhir,,2007-04-15 11:30:00,Bahrain Grand Prix,conventional,Practice 1,,2007-04-13 00:00:00,Practice 2,,2007-04-13 00:00:00,Practice 3,,2007-04-14 00:00:00,Qualifying,,2007-04-14 00:00:00,Race,,2007-04-15 11:30:00,False
4,Spain,Montmeló,,2007-05-13 12:00:00,Spanish Grand Prix,conventional,Practice 1,,2007-05-11 00:00:00,Practice 2,,2007-05-11 00:00:00,Practice 3,,2007-05-12 00:00:00,Qualifying,,2007-05-12 00:00:00,Race,,2007-05-13 12:00:00,False
5,Monaco,Monte-Carlo,,2007-05-27 12:00:00,Monaco Grand Prix,conventional,Practice 1,,2007-05-25 00:00:00,Practice 2,,2007-05-25 00:00:00,Practice 3,,2007-05-26 00:00:00,Qualifying,,2007-05-26 00:00:00,Race,,2007-05-27 12:00:00,False
6,Canada,Montreal,,2007-06-10 17:00:00,Canadian Grand Prix,conventional,Practice 1,,2007-06-08 00:00:00,Practice 2,,2007-06-08 00:00:00,Practice 3,,2007-06-09 00:00:00,Qualifying,,2007-06-09 00:00:00,Race,,2007-06-10 17:00:00,False
7,USA,Indianapolis,,2007-06-17 17:00:00,United States Grand Prix,conventional,Practice 1,,2007-06-15 00:00:00,Practice 2,,2007-06-15 00:00:00,Practice 3,,2007-06-16 00:00:00,Qualifying,,2007-06-16 00:00:00,Race,,2007-06-17 17:00:00,False
8,France,Magny Cours,,2007-07-01 12:00:00,French Grand Prix,conventional,Practice 1,,2007-06-29 00:00:00,Practice 2,,2007-06-29 00:00:00,Practice 3,,2007-06-30 00:00:00,Qualifying,,2007-06-30 00:00:00,Race,,2007-07-01 12:00:00,False
9,UK,Silverstone,,2007-07-08 12:00:00,British Grand Prix,conventional,Practice 1,,2007-07-06 00:00:00,Practice 2,,2007-07-06 00:00:00,Practice 3,,2007-07-07 00:00:00,Qualifying,,2007-07-07 00:00:00,Race,,2007-07-08 12:00:00,False
10,Germany,Nürburg,,2007-07-22 12:00:00,European Grand Prix,conventional,Practice 1,,2007-07-20 00:00:00,Practice 2,,2007-07-20 00:00:00,Practice 3,,2007-07-21 00:00:00,Qualifying,,2007-07-21 00:00:00,Race,,2007-07-22 12:00:00,False
11,Hungary,Budapest,,2007-08-05 12:00:00,Hungarian Grand Prix,conventional,Practice 1,,2007-08-03 00:00:00,Practice 2,,2007-08-03 00:00:00,Practice 3,,2007-08-04 00:00:00,Qualifying,,2007-08-04 00:00:00,Race,,2007-08-05 12:00:00,False
12,Turkey,Istanbul,,2007-08-26 12:00:00,Turkish Grand Prix,conventional,Practice 1,,2007-08-24 00:00:00,Practice 2,,2007-08-24 00:00:00,Practice 3,,2007-08-25 00:00:00,Qualifying,,2007-08-25 00:00:00,Race,,2007-08-26 12:00:00,False
13,Italy,Monza,,2007-09-09 12:00:00,Italian Grand Prix,conventional,Practice 1,,2007-09-07 00:00:00,Practice 2,,2007-09-07 00:00:00,Practice 3,,2007-09-08 00:00:00,Qualifying,,2007-09-08 00:00:00,Race,,2007-09-09 12:00:00,False
14,Belgium,Spa,,2007-09-16 12:00:00,Belgian Grand Prix,conventional,Practice 1,,2007-09-14 00:00:00,Practice 2,,2007-09-14 00:00:00,Practice 3,,2007-09-15 00:00:00,Qualifying,,2007-09-15 00:00:00,Race,,2007-09-16 12:00:00,False
15,Japan,Oyama,,2007-09-30 04:30:00,Japanese Grand Prix,conventional,Practice 1,,2007-09-28 00:00:00,Practice 2,,2007-09-28 00:00:00,Practice 3,,2007-09-29 00:00:00,Qualifying,,2007-09-29 00:00:00,Race,,2007-09-30 04:30:00,False
16,China,Shanghai,,2007-10-07 06:00:00,Chinese Grand Prix,conventional,Practice 1,,2007-10-05 00:00:00,Practice 2,,2007-10-05 00:00:00,Practice 3,,2007-10-06 00:00:00,Qualifying,,2007-10-06 00:00:00,Race,,2007-10-07 06:00:00,False
17,Brazil,São Paulo,,2007-10-21 16:00:00,Brazilian Grand Prix,conventional,Practice 1,,2007-10-19 00:00:00,Practice 2,,2007-10-19 00:00:00,Practice 3,,2007-10-20 00:00:00,Qualifying,,2007-10-20 00:00:00,Race,,2007-10-21 16:00:00,False
1,Australia,Melbourne,,2008-03-16 04:30:00,Australian Grand Prix,conventional,Practice 1,,2008-03-14 00:00:00,Practice 2,,2008-03-14 00:00:00,Practice 3,,2008-03-15 00:00:00,Qualifying,,2008-03-15 00:00:00,Race,,2008-03-16 04:30:00,False
2,Malaysia,Kuala Lumpur,,2008-03-23 07:00:00,Malaysian Grand Prix,conventional,Practice 1,,2008-03-21 00:00:00,Practice 2,,2008-03-21 00:00:00,Practice 3,,2008-03-22 00:00:00,Qualifying,,2008-03-22 00:00:00,Race,,2008-03-23 07:00:00,False
3,Bahrain,Sakhir,,2008-04-06 11:30:00,Bahrain Grand Prix,conventional,Practice 1,,2008-04-04 00:00:00,Practice 2,,2008-04-04 00:00:00,Practice 3,,2008-04-05 00:00:00,Qualifying,,2008-04-05 00:00:00,Race,,2008-04-06 11:30:00,False
4,Spain,Montmeló,,2008-04-27 12:00:00,Spanish Grand Prix,conventional,Practice 1,,2008-04-25 00:00:00,Practice 2,,2008-04-25 00:00:00,Practice 3,,2008-04-26 00:00:00,Qualifying,,2008-04-26 00:00:00,Race,,2008-04-27 12:00:00,False
5,Turkey,Istanbul,,2008-05-11 12:00:00,Turkish Grand Prix,conventional,Practice 1,,2008-05-09 00:00:00,Practice 2,,2008-05-09 00:00:00,Practice 3,,2008-05-10 00:00:00,Qualifying,,2008-05-10 00:00:00,Race,,2008-05-11 12:00:00,False
6,Monaco,Monte-Carlo,,2008-05-25 12:00:00,Monaco Grand Prix,conventional,Practice 1,,2008-05-23 00:00:00,Practice 2,,2008-05-23 00:00:00,Practice 3,,2008-05-24 00:00:00,Qualifying,,2008-05-24 00:00:00,Race,,2008-05-25 12:00:00,False
7,Canada,Montreal,,2008-06-08 17:00:00,Canadian Grand Prix,conventional,Practice 1,,2008-06-06 00:00:00,Practice 2,,2008-06-06 00:00:00,Practice 3,,2008-06-07 00:00:00,Qualifying,,2008-06-07 00:00:00,Race,,2008-06-08 17:00:00,False
8,France,Magny Cours,,2008-06-22 12:00:00,French Grand Prix,conventional,Practice 1,,2008-06-20 00:00:00,Practice 2,,2008-06-20 00:00:00,Practice 3,,2008-06-21 00:00:00,Qualifying,,2008-06-21 00:00:00,Race,,2008-06-22 12:00:00,False
9,UK,Silverstone,,2008-07-06 12:00:00,British Grand Prix,conventional,Practice 1,,2008-07-04 00:00:00,Practice 2,,2008-07-04 00:00:00,Practice 3,,2008-07-05 00:00:00,Qualifying,,2008-07-05 00:00:00,Race,,2008-07-06 12:00:00,False
10,Germany,Hockenheim,,2008-07-20 12:00:00,German Grand Prix,conventional,Practice 1,,2008-07-18 00:00:00,Practice 2,,2008-07-18 00:00:00,Practice 3,,2008-07-19 00:00:00,Qualifying,,2008-07-19 00:00:00,Race,,2008-07-20 12:00:00,False
11,Hungary,Budapest,,2008-08-03 12:00:00,Hungarian Grand Prix,conventional,Practice 1,,2008-08-01 00:00:00,Practice 2,,2008-08-01 00:00:00,Practice 3,,2008-08-02 00:00:00,Qualifying,,2008-08-02 00:00:00,Race,,2008-08-03 12:00:00,False
12,Spain,Valencia,,2008-08-24 12:00:00,European Grand Prix,conventional,Practice 1,,2008-08-22 00:00:00,Practice 2,,2008-08-22 00:00:00,Practice 3,,2008-08-23 00:00:00,Qualifying,,2008-08-23 00:00:00,Race,,2008-08-24 12:00:00,False
13,Belgium,Spa,,2008-09-07 12:00:00,Belgian Grand Prix,conventional,Practice 1,,2008-09-05 00:00:00,Practice 2,,2008-09-05 00:00:00,Practice 3,,2008-09-06 00:00:00,Qualifying,,2008-09-06 00:00:00,Race,,2008-09-07 12:00:00,False
14,Italy,Monza,,2008-09-14 12:00:00,Italian Grand Prix,conventional,Practice 1,,2008-09-12 00:00:00,Practice 2,,2008-09-12 00:00:00,Practice 3,,2008-09-13 00:00:00,Qualifying,,2008-09-13 00:00:00,Race,,2008-09-14 12:00:00,False
15,Singapore,Marina Bay,,2008-09-28 12:00:00,Singapore Grand Prix,conventional,Practice 1,,2008-09-26 00:00:00,Practice 2,,2008-09-26 00:00:00,Practice 3,,2008-09-27 00:00:00,Qualifying,,2008-09-27 00:00:00,Race,,2008-09-28 12:00:00,False
16,Japan,Oyama,,2008-10-12 04:30:00,Japanese Grand Prix,conventional,Practice 1,,2008-10-10 00:00:00,Practice 2,,2008-10-10 00:00:00,Practice 3,,2008-10-11 00:00:00,Qualifying,,2008-10-11 00:00:00,Race,,2008-10-12 04:30:00,False
17,China,Shanghai,,2008-10-19 07:00:00,Chinese Grand Prix,conventional,Practice 1,,2008-10-17 00:00:00,Practice 2,,2008-10-17 00:00:00,Practice 3,,2008-10-18 00:00:00,Qualifying,,2008-10-18 00:00:00,Race,,2008-10-19 07:00:00,False
18,Brazil,São Paulo,,2008-11-02 17:00:00,Brazilian Grand Prix,conventional,Practice 1,,2008-10-31 00:00:00,Practice 2,,2008-10-31 00:00:00,Practice 3,,2008-11-01 00:00:00,Qualifying,,2008-11-01 00:00:00,Race,,2008-11-02 17:00:00,False
1,Australia,Melbourne,,2009-03-29 06:00:00,Australian Grand Prix,conventional,Practice 1,,2009-03-27 00:00:00,Practice 2,,2009-03-27 00:00:00,Practice 3,,2009-03-28 00:00:00,Qualifying,,2009-03-28 00:00:00,Race,,2009-03-29 06:00:00,False
2,Malaysia,Kuala Lumpur,,2009-04-05 09:00:00,Malaysian Grand Prix,conventional,Practice 1,,2009-04-03 00:00:00,Practice 2,,2009-04-03 00:00:00,Practice 3,,2009-04-04 00:00:00,Qualifying,,2009-04-04 00:00:00,Race,,2009-04-05 09:00:00,False
3,China,Shanghai,,2009-04-19 07:00:00,Chinese Grand Prix,conventional,Practice 1,,2009-04-17 00:00:00,Practice 2,,2009-04-17 00:00:00,Practice 3,,2009-04-18 00:00:00,Qualifying,,2009-04-18 00:00:00,Race,,2009-04-19 07:00:00,False
4,Bahrain,Sakhir,,2009-04-26 12:00:00,Bahrain Grand Prix,conventional,Practice 1,,2009-04-24 00:00:00,Practice 2,,2009-04-24 00:00:00,Practice 3,,2009-04-25 00:00:00,Qualifying,,2009-04-25 00:00:00,Race,,2009-04-26 12:00:00,False
5,Spain,Montmeló,,2009-05-10 12:00:00,Spanish Grand Prix,conventional,Practice 1,,2009-05-08 00:00:00,Practice 2,,2009-05-08 00:00:00,Practice 3,,2009-05-09 00:00:00,Qualifying,,2009-05-09 00:00:00,Race,,2009-05-10 12:00:00,False
6,Monaco,Monte-Carlo,,2009-05-24 12:00:00,Monaco Grand Prix,conventional,Practice 1,,2009-05-22 00:00:00,Practice 2,,2009-05-22 00:00:00,Practice 3,,2009-05-23 00:00:00,Qualifying,,2009-05-23 00:00:00,Race,,2009-05-24 12:00:00,False
7,Turkey,Istanbul,,2009-06-07 12:00:00,Turkish Grand Prix,conventional,Practice 1,,2009-06-05 00:00:00,Practice 2,,2009-06-05 00:00:00,Practice 3,,2009-06-06 00:00:00,Qualifying,,2009-06-06 00:00:00,Race,,2009-06-07 12:00:00,False
8,UK,Silverstone,,2009-06-21 12:00:00,British Grand Prix,conventional,Practice 1,,2009-06-19 00:00:00,Practice 2,,2009-06-19 00:00:00,Practice 3,,2009-06-20 00:00:00,Qualifying,,2009-06-20 00:00:00,Race,,2009-06-21 12:00:00,False
9,Germany,Nürburg,,2009-07-12 12:00:00,German Grand Prix,conventional,Practice 1,,2009-07-10 00:00:00,Practice 2,,2009-07-10 00:00:00,Practice 3,,2009-07-11 00:00:00,Qualifying,,2009-07-11 00:00:00,Race,,2009-07-12 12:00:00,False
10,Hungary,Budapest,,2009-07-26 12:00:00,Hungarian Grand Prix,conventional,Practice 1,,2009-07-24 00:00:00,Practice 2,,2009-07-24 00:00:00,Practice 3,,2009-07-25 00:00:00,Qualifying,,2009-07-25 00:00:00,Race,,2009-07-26 12:00:00,False
11,Spain,Valencia,,2009-08-23 12:00:00,European Grand Prix,conventional,Practice 1,,2009-08-21 00:00:00,Practice 2,,2009-08-21 00:00:00,Practice 3,,2009-08-22 00:00:00,Qualifying,,2009-08-22 00:00:00,Race,,2009-08-23 12:00:00,False
12,Belgium,Spa,,2009-08-30 12:00:00,Belgian Grand Prix,conventional,Practice 1,,2009-08-28 00:00:00,Practice 2,,2009-08-28 00:00:00,Practice 3,,2009-08-29 00:00:00,Qualifying,,2009-08-29 00:00:00,Race,,2009-08-30 12:00:00,False
13,Italy,Monza,,2009-09-13 12:00:00,Italian Grand Prix,conventional,Practice 1,,2009-09-11 00:00:00,Practice 2,,2009-09-11 00:00:00,Practice 3,,2009-09-12 00:00:00,Qualifying,,2009-09-12 00:00:00,Race,,2009-09-13 12:00:00,False
14,Singapore,Marina Bay,,2009-09-27 12:00:00,Singapore Grand Prix,conventional,Practice 1,,2009-09-25 00:00:00,Practice 2,,2009-09-25 00:00:00,Practice 3,,2009-09-26 00:00:00,Qualifying,,2009-09-26 00:00:00,Race,,2009-09-27 12:00:00,False
15,Japan,Suzuka,,2009-10-04 05:00:00,Japanese Grand Prix,conventional,Practice 1,,2009-10-02 00:00:00,Practice 2,,2009-10-02 00:00:00,Practice 3,,2009-10-03 00:00:00,Qualifying,,2009-10-03 00:00:00,Race,,2009-10-04 05:00:00,False
16,Brazil,São Paulo,,2009-10-18 16:00:00,Brazilian Grand Prix,conventional,Practice 1,,2009-10-16 00:00:00,Practice 2,,2009-10-16 00:00:00,Practice 3,,2009-10-17 00:00:00,Qualifying,,2009-10-17 00:00:00,Race,,2009-10-18 16:00:00,False
17,UAE,Abu Dhabi,,2009-11-01 11:00:00,Abu Dhabi Grand Prix,conventional,Practice 1,,2009-10-30 00:00:00,Practice 2,,2009-10-30 00:00:00,Practice 3,,2009-10-31 00:00:00,Qualifying,,2009-10-31 00:00:00,Race,,2009-11-01 11:00:00,False
1,Bahrain,Sakhir,,2010-03-14 12:00:00,Bahrain Grand Prix,conventional,Practice 1,,2010-03-12 00:00:00,Practice 2,,2010-03-12 00:00:00,Practice 3,,2010-03-13 00:00:00,Qualifying,,2010-03-13 00:00:00,Race,,2010-03-14 12:00:00,False
2,Australia,Melbourne,,2010-03-28 06:00:00,Australian Grand Prix,conventional,Practice 1,,2010-03-26 00:00:00,Practice 2,,2010-03-26 00:00:00,Practice 3,,2010-03-27 00:00:00,Qualifying,,2010-03-27 00:00:00,Race,,2010-03-28 06:00:00,False
3,Malaysia,Kuala Lumpur,,2010-04-04 08:00:00,Malaysian Grand Prix,conventional,Practice 1,,2010-04-02 00:00:00,Practice 2,,2010-04-02 00:00:00,Practice 3,,2010-04-03 00:00:00,Qualifying,,2010-04-03 00:00:00,Race,,2010-04-04 08:00:00,False
4,China,Shanghai,,2010-04-18 06:00:00,Chinese Grand Prix,conventional,Practice 1,,2010-04-16 00:00:00,Practice 2,,2010-04-16 00:00:00,Practice 3,,2010-04-17 00:00:00,Qualifying,,2010-04-17 00:00:00,Race,,2010-04-18 06:00:00,False
5,Spain,Montmeló,,2010-05-09 12:00:00,Spanish Grand Prix,conventional,Practice 1,,2010-05-07 00:00:00,Practice 2,,2010-05-07 00:00:00,Practice 3,,2010-05-08 00:00:00,Qualifying,,2010-05-08 00:00:00,Race,,2010-05-09 12:00:00,False
6,Monaco,Monte-Carlo,,2010-05-16 12:00:00,Monaco Grand Prix,conventional,Practice 1,,2010-05-14 00:00:00,Practice 2,,2010-05-14 00:00:00,Practice 3,,2010-05-15 00:00:00,Qualifying,,2010-05-15 00:00:00,Race,,2010-05-16 12:00:00,False
7,Turkey,Istanbul,,2010-05-30 11:00:00,Turkish Grand Prix,conventional,Practice 1,,2010-05-28 00:00:00,Practice 2,,2010-05-28 00:00:00,Practice 3,,2010-05-29 00:00:00,Qualifying,,2010-05-29 00:00:00,Race,,2010-05-30 11:00:00,False
8,Canada,Montreal,,2010-06-13 16:00:00,Canadian Grand Prix,conventional,Practice 1,,2010-06-11 00:00:00,Practice 2,,2010-06-11 00:00:00,Practice 3,,2010-06-12 00:00:00,Qualifying,,2010-06-12 00:00:00,Race,,2010-06-13 16:00:00,False
9,Spain,Valencia,,2010-06-27 12:00:00,European Grand Prix,conventional,Practice 1,,2010-06-25 00:00:00,Practice 2,,2010-06-25 00:00:00,Practice 3,,2010-06-26 00:00:00,Qualifying,,2010-06-26 00:00:00,Race,,2010-06-27 12:00:00,False
10,UK,Silverstone,,2010-07-11 12:00:00,British Grand Prix,conventional,Practice 1,,2010-07-09 00:00:00,Practice 2,,2010-07-09 00:00:00,Practice 3,,2010-07-10 00:00:00,Qualifying,,2010-07-10 00:00:00,Race,,2010-07-11 12:00:00,False
11,Germany,Hockenheim,,2010-07-25 12:00:00,German Grand Prix,conventional,Practice 1,,2010-07-23 00:00:00,Practice 2,,2010-07-23 00:00:00,Practice 3,,2010-07-24 00:00:00,Qualifying,,2010-07-24 00:00:00,Race,,2010-07-25 12:00:00,False
12,Hungary,Budapest,,2010-08-01 12:00:00,Hungarian Grand Prix,conventional,Practice 1,,2010-07-30 00:00:00,Practice 2,,2010-07-30 00:00:00,Practice 3,,2010-07-31 00:00:00,Qualifying,,2010-07-31 00:00:00,Race,,2010-08-01 12:00:00,False
13,Belgium,Spa,,2010-08-29 12:00:00,Belgian Grand Prix,conventional,Practice 1,,2010-08-27 00:00:00,Practice 2,,2010-08-27 00:00:00,Practice 3,,2010-08-28 00:00:00,Qualifying,,2010-08-28 00:00:00,Race,,2010-08-29 12:00:00,False
14,Italy,Monza,,2010-09-12 12:00:00,Italian Grand Prix,conventional,Practice 1,,2010-09-10 00:00:00,Practice 2,,2010-09-10 00:00:00,Practice 3,,2010-09-11 00:00:00,Qualifying,,2010-09-11 00:00:00,Race,,2010-09-12 12:00:00,False
15,Singapore,Marina Bay,,2010-09-26 12:00:00,Singapore Grand Prix,conventional,Practice 1,,2010-09-24 00:00:00,Practice 2,,2010-09-24 00:00:00,Practice 3,,2010-09-25 00:00:00,Qualifying,,2010-09-25 00:00:00,Race,,2010-09-26 12:00:00,False
16,Japan,Suzuka,,2010-10-10 06:00:00,Japanese Grand Prix,conventional,Practice 1,,2010-10-08 00:00:00,Practice 2,,2010-10-08 00:00:00,Practice 3,,2010-10-09 00:00:00,Qualifying,,2010-10-09 00:00:00,Race,,2010-10-10 06:00:00,False
17,Korea,Yeongam County,,2010-10-24 05:00:00,Korean Grand Prix,conventional,Practice 1,,2010-10-22 00:00:00,Practice 2,,2010-10-22 00:00:00,Practice 3,,2010-10-23 00:00:00,Qualifying,,2010-10-23 00:00:00,Race,,2010-10-24 05:00:00,False
18,Brazil,São Paulo,,2010-11-07 16:00:00,Brazilian Grand Prix,conventional,Practice 1,,2010-11-05 00:00:00,Practice 2,,2010-11-05 00:00:00,Practice 3,,2010-11-06 00:00:00,Qualifying,,2010-11-06 00:00:00,Race,,2010-11-07 16:00:00,False
